chrom	locus	3D_x	3D_y	3D_z

1	218450000	122.309	17.280	62.154

3	35950000	60.805	31.940	98.971

2	60350000	130.786	106.588	179.712

18	32750000	8.067	119.598	117.980

1	19350000	-20.685	111.872	118.879

21	42550000	167.839	42.308	183.950

4	121550000	97.299	203.029	93.915

6	86400000	80.613	188.887	130.297

7	126200000	66.148	33.307	172.915

10	49300000	57.928	106.875	56.336

11	120850000	171.362	106.728	159.151

3	90400000	103.752	86.091	91.400

8	26850000	131.185	-0.775	125.995

10	127450000	133.312	14.585	145.562

2	139050000	123.771	238.257	40.243

2	38600000	121.573	45.211	150.155

7	393944	125.662	66.368	71.995

5	40500000	153.761	107.649	160.734

1	140350000	110.166	39.889	43.820

13	47950000	23.415	50.920	71.913

15	28100000	124.826	135.879	155.961

4	42150000	132.549	113.552	207.425

4	156550000	31.158	170.076	54.249

5	108650000	157.144	170.424	97.196

9	117650000	76.847	29.844	177.903

11	16050000	88.762	12.680	59.090

15	51000000	120.369	178.581	26.332

21	14050000	24.535	160.632	92.314

6	101350000	128.171	160.156	162.172

3	126200000	78.676	60.872	-30.124

4	33350000	103.762	72.093	218.575

11	74500000	184.937	134.516	76.409

14	81600000	18.432	50.150	62.993

13	109750000	138.034	165.618	143.456

6	109650000	141.426	161.030	61.726

5	116000000	101.027	176.189	38.801

3	117500000	160.590	132.692	-31.411

13	56300000	109.201	-26.533	63.203

21	32100000	29.640	90.453	172.978

3	162000000	166.227	179.663	66.378

11	122400000	131.930	127.335	206.095

10	77900000	15.384	51.661	41.584

10	3450000	154.952	159.494	55.302

1	65600000	124.975	178.921	78.106

2	191300000	160.428	122.292	-43.226

16	9550000	117.892	-14.252	101.151

13	110800000	122.274	176.473	122.810

13	90600000	96.077	88.124	159.452

3	49350000	23.202	18.797	13.791

2	65050000	149.956	125.104	181.552

12	126600000	72.583	7.842	57.605

13	46350000	14.794	83.384	82.741

13	36200000	141.762	50.204	21.001

15	27400000	129.247	150.588	166.926

7	132050000	180.995	28.995	134.096

12	84750000	179.158	-8.717	102.108

17	50000000	113.619	199.605	94.898

4	43100000	121.243	137.078	212.829

1	15700000	26.173	113.410	100.633

15	35400000	186.779	162.744	94.007

11	28750000	18.525	29.451	81.875

13	18000000	98.056	101.308	84.796

13	51550000	48.201	77.147	66.125

13	28750000	58.944	122.814	5.464

18	43300000	28.160	-10.474	96.529

15	56450000	31.862	153.271	110.721

1	88250000	184.943	141.292	121.318

4	369715	96.230	58.010	100.289

3	33150000	110.051	30.515	127.664

7	107750000	167.016	79.921	151.921

6	170947916	108.725	120.708	48.431

9	101900000	53.624	66.235	162.200

15	37350000	121.362	198.568	125.924

2	8150000	15.427	103.427	123.346

11	89200000	33.547	168.406	131.821

3	191550000	82.720	166.938	118.265

1	154450000	55.400	87.971	200.796

15	54600000	48.330	178.432	84.534

2	182850000	177.797	141.261	17.477

7	89950000	148.378	138.975	209.939

22	4200000	152.178	75.961	140.347

9	62800000	56.835	154.827	176.742

18	56050000	-7.128	75.316	168.761

10	131950000	149.172	29.019	177.238

13	82650000	103.861	48.065	199.960

15	88150000	14.338	92.148	41.261

16	84600000	50.511	82.286	193.427

11	38600000	4.001	66.101	36.280

22	40450000	48.519	177.438	147.985

9	84950000	25.804	46.714	141.735

5	22600000	89.521	118.689	140.414

6	170807942	117.323	108.417	48.383

4	88500000	185.848	128.664	94.020

2	193500000	137.006	98.047	-22.028

8	129800000	89.460	112.838	30.654

10	117800000	75.693	-32.183	153.693

20	48000000	95.792	68.052	197.723

19	27950000	79.208	196.442	86.564

22	28750000	180.066	109.871	7.488

2	33600000	103.316	48.014	135.280

13	90550000	96.580	88.463	159.773

7	77350000	139.790	138.384	145.144

1	110200000	87.258	171.310	144.615

11	6950000	133.995	26.167	102.596

10	28900000	114.819	175.281	111.178

7	124300000	91.556	20.892	184.451

4	190988962	1.547	195.662	184.400

6	107900000	130.932	159.871	82.478

17	49300000	129.731	190.170	96.117

1	239850000	130.184	56.692	30.436

1	103450000	177.079	135.726	189.034

9	44500000	72.699	79.354	122.510

15	80550000	28.040	77.559	83.478

18	10800000	100.297	95.860	27.589

3	139050000	74.794	142.847	-7.321

9	31100000	0.224	116.695	82.552

5	94400000	71.293	209.268	69.703

1	33350000	41.644	177.268	78.114

6	78400000	66.558	140.420	216.934

5	110350000	154.013	185.256	79.973

17	75950000	126.830	112.669	97.978

15	22700000	201.094	167.445	138.979

4	120550000	97.316	197.633	102.821

17	20700000	117.290	123.175	22.841

1	226950000	35.623	40.668	62.091

13	31700000	86.178	65.818	9.913

13	109950000	134.029	167.266	141.294

1	21450000	-10.486	100.146	141.469

20	2100000	79.856	59.778	10.597

2	241050000	102.276	86.854	118.963

14	86150000	-19.298	63.057	78.470

5	67200000	90.208	139.189	133.382

17	46900000	179.396	169.454	90.565

2	6950000	27.912	109.909	102.525

8	2400000	54.284	42.521	103.993

7	149100000	109.726	27.668	94.787

15	1200000	76.473	173.586	147.846

9	100300000	64.318	106.648	161.269

9	84650000	22.873	47.580	137.647

16	23800000	47.949	-9.241	65.793

10	34350000	61.320	166.248	121.522

4	188850000	55.539	48.081	58.098

11	58350000	46.838	144.841	39.463

15	75650000	-9.538	63.126	121.738

3	19250000	138.206	88.947	139.052

2	107000000	154.872	172.045	123.491

8	135550000	44.173	143.960	45.890

20	22500000	5.786	139.746	115.118

2	28200000	57.042	116.033	148.306

10	58050000	-46.965	125.027	72.520

11	85950000	30.744	183.256	111.706

6	88150000	69.182	187.917	117.789

7	141100000	122.387	15.002	129.209

1	160200000	98.633	56.928	193.963

8	26900000	132.020	-0.340	124.996

3	43250000	14.887	53.964	61.402

15	26150000	131.971	149.946	144.379

8	126500000	121.020	124.786	26.134

12	104200000	141.335	34.961	33.719

11	19100000	101.557	34.715	37.144

10	76700000	49.805	58.860	27.907

20	40900000	75.682	12.829	164.143

1	2800000	-12.119	128.619	2.923

16	49000000	131.785	138.712	-10.623

2	203050000	86.020	51.027	15.346

2	136300000	127.816	219.792	63.959

3	70000000	115.031	-11.803	27.001

16	37350000	149.704	41.635	32.802

6	137700000	171.270	104.522	102.200

9	86350000	23.633	70.348	150.055

16	30750000	63.524	69.464	51.426

6	132100000	205.859	95.426	144.368

4	178450000	16.459	87.688	51.401

19	40100000	103.269	71.641	4.059

1	133500000	20.124	65.345	171.513

4	87200000	191.338	125.383	106.076

12	13300000	41.483	151.846	162.912

19	58714828	133.927	68.035	142.686

9	38600000	86.988	64.435	112.130

19	1750000	148.809	43.116	157.249

16	88250000	98.065	50.557	88.731

13	3450000	117.079	155.222	169.896

4	188800000	55.952	47.712	57.293

1	161300000	136.098	60.116	191.601

1	67150000	143.546	160.552	70.671

3	191600000	80.190	167.437	118.006

18	75000000	190.548	98.760	129.432

17	33200000	16.100	70.895	71.997

6	113600000	171.985	163.787	128.604

13	47650000	23.364	50.391	76.146

5	91400000	72.659	194.583	97.110

1	15000000	8.945	120.098	83.697

17	19450000	139.522	110.680	36.754

16	59600000	70.822	209.546	12.324

11	70450000	202.476	103.060	54.632

2	123300000	172.899	219.597	84.357

11	107100000	32.933	124.692	194.456

3	28750000	84.125	41.889	145.820

2	129950000	140.007	172.987	83.580

14	48700000	101.089	-10.292	64.583

17	55400000	54.973	187.953	134.967

18	4200000	181.406	108.662	47.679

11	88350000	53.637	168.401	122.189

17	65950000	114.980	144.221	184.818

16	26200000	32.817	21.606	81.517

2	108000000	140.485	157.225	115.774

20	500000	137.083	51.808	12.128

11	47550000	108.896	91.448	13.500

3	82450000	187.788	60.102	77.378

13	61850000	61.636	-22.248	132.659

15	47200000	129.078	163.438	43.413

8	41950000	164.400	33.341	127.420

9	52100000	133.140	121.341	50.583

12	49800000	135.603	184.506	102.437

4	72300000	193.585	112.858	126.588

9	36950000	163.384	25.207	102.153

11	54250000	59.068	107.547	130.085

9	124250000	28.454	50.570	136.341

6	67900000	18.794	140.674	182.236

14	32900000	189.335	56.692	150.546

14	50450000	116.426	27.558	93.748

15	27000000	132.472	156.441	171.147

20	62931627	65.139	141.775	93.668

4	155100000	61.446	142.424	39.713

19	2050000	148.421	38.278	154.804

6	136250000	177.073	112.987	81.167

2	241750000	106.098	105.543	148.398

20	24850000	42.666	128.136	118.297

1	105150000	169.645	165.069	200.095

18	77863958	123.246	51.264	109.315

1	87350000	177.940	133.667	117.573

5	6150000	77.536	54.350	152.227

14	35950000	148.920	51.536	151.896

4	113200000	145.121	181.285	66.286

8	111050000	118.831	192.861	79.635

4	73100000	200.567	102.867	118.887

14	83750000	-3.829	31.565	64.152

20	55200000	147.466	69.322	190.253

18	13150000	137.245	60.321	35.303

15	73000000	11.295	78.355	143.522

11	92600000	20.954	148.237	154.712

6	161900000	148.759	19.265	123.321

2	184500000	154.595	126.395	19.471

1	273220	45.924	76.875	81.312

12	62100000	210.317	80.902	146.129

5	44500000	142.969	128.851	174.785

4	125600000	73.180	189.836	106.585

10	35350000	52.897	159.552	118.960

2	194700000	110.329	91.157	-8.710

12	99050000	109.257	4.801	88.968

2	209700000	204.623	79.046	-4.683

2	17350000	67.482	46.433	122.915

6	157900000	192.543	45.064	91.977

6	6900000	65.882	15.400	64.549

6	113550000	171.722	163.417	127.107

12	37650000	151.878	49.012	155.339

18	14350000	114.036	88.280	27.999

19	52400000	96.735	10.353	34.189

7	97850000	195.687	107.825	146.653

15	70450000	60.424	43.075	158.354

4	77450000	189.315	59.660	79.075

3	18500000	132.440	91.645	124.341

9	123650000	41.465	45.238	138.195

16	51950000	96.196	132.930	15.035

8	123050000	49.916	180.123	90.795

6	98950000	137.046	188.319	168.195

1	54900000	115.904	152.786	41.346

5	49250000	45.125	158.339	184.029

1	174250000	120.230	30.822	165.880

21	23400000	50.463	47.156	12.244

13	47900000	23.583	50.625	72.414

22	47350000	62.064	111.327	138.915

14	19100000	122.157	92.500	105.459

13	78750000	160.580	66.827	156.590

4	23650000	76.619	54.861	184.948

1	55800000	143.944	147.496	27.374

7	43250000	24.091	96.105	93.277

2	223700000	193.797	17.409	40.064

16	7650000	125.629	-5.529	57.637

16	77700000	118.988	171.942	133.169

1	165500000	98.530	69.671	163.317

5	88100000	61.554	191.942	109.643

8	97800000	181.164	117.491	71.120

9	116200000	52.593	56.655	178.099

7	127950000	124.128	44.956	137.533

18	29150000	2.956	85.961	78.304

22	30200000	130.332	134.128	-15.088

8	131000000	76.790	112.457	45.395

8	67050000	188.996	109.208	178.206

19	4500000	119.559	9.504	141.813

14	40650000	177.544	7.514	72.147

16	86650000	108.761	92.962	178.689

9	31550000	30.378	81.287	47.172

7	53700000	22.541	169.523	175.873

1	151450000	31.457	100.256	186.533

7	27500000	114.968	92.693	14.156

1	178950000	70.518	29.840	150.534

4	85700000	191.991	118.036	81.514

4	26200000	92.584	90.081	188.239

11	99650000	91.964	210.592	156.908

13	32150000	89.401	56.288	12.414

16	38400000	138.965	55.286	42.370

5	156450000	186.827	88.458	88.028

18	32400000	16.475	113.964	109.206

11	33850000	47.529	48.335	46.717

4	53000000	152.456	76.050	145.169

17	10900000	202.046	14.205	64.770

9	111350000	90.532	81.431	176.347

3	162850000	167.355	162.255	65.882

14	82450000	4.995	43.148	49.994

7	31400000	56.330	105.912	36.164

2	191750000	170.584	123.381	-37.217

6	20000000	32.284	42.299	134.656

6	166650000	167.029	2.061	137.070

17	67550000	70.065	132.933	163.320

2	179700000	176.053	127.221	45.858

6	71150000	24.552	158.837	137.184

10	9200000	62.672	179.604	-1.869

20	26150000	19.026	123.573	172.446

2	76650000	207.302	133.452	159.964

2	22600000	35.755	107.217	143.748

9	125750000	12.427	76.861	131.629

13	2650000	101.005	133.720	144.094

4	411968	95.889	54.123	99.411

19	58833354	130.267	65.793	158.100

6	35550000	120.125	114.758	2.590

5	62950000	100.060	193.863	157.736

2	121950000	163.090	231.903	88.474

5	120000000	117.721	162.286	27.707

7	96650000	188.911	104.119	168.981

18	51250000	30.839	3.742	146.484

1	231350000	82.323	42.239	39.758

2	232450000	161.265	18.012	91.255

11	109700000	74.720	119.451	172.741

3	165850000	136.619	200.024	70.902

3	91200000	50.280	43.803	110.203

8	28900000	159.829	14.864	99.051

6	30350000	62.788	109.673	22.726

17	10750000	205.875	15.854	65.102

1	189900000	151.428	15.651	139.868

14	6350000	87.067	122.730	159.247

4	83650000	188.491	91.763	69.540

2	188000000	106.364	112.508	-2.814

8	13050000	88.604	41.460	119.007

5	9450000	103.471	56.232	178.827

19	6100000	88.766	6.837	141.107

5	95050000	71.001	194.999	75.540

1	174200000	118.977	30.642	166.153

3	38200000	70.247	41.215	80.512

2	197150000	101.853	83.309	-22.636

2	216950000	108.672	21.688	31.446

20	5400000	132.956	182.221	36.190

10	58800000	-38.339	134.325	62.941

12	91150000	171.355	2.607	47.493

16	84200000	47.591	93.720	195.851

18	58750000	23.542	62.815	207.914

20	31400000	94.708	9.913	74.682

12	15350000	28.821	118.037	188.323

2	167250000	106.189	131.030	67.155

6	11400000	76.678	19.168	110.894

4	92450000	199.796	184.058	118.863

1	130150000	116.963	129.191	153.049

10	121850000	154.256	4.807	77.866

6	162450000	152.839	8.981	137.179

7	93150000	173.330	128.600	166.152

6	87250000	70.776	189.255	134.825

2	197350000	99.174	81.796	-18.743

6	106900000	136.586	166.116	104.862

11	4300000	176.204	46.302	55.445

14	101050000	64.107	198.514	118.496

20	39050000	51.383	56.330	185.065

8	10150000	77.921	25.399	79.661

2	17100000	73.133	41.106	119.794

21	47895243	52.516	134.916	190.731

1	218750000	120.223	13.298	58.690

6	102150000	126.603	160.795	186.340

19	50450000	126.225	-9.446	42.709

1	12100000	29.426	108.304	91.444

8	33200000	91.311	17.409	192.168

21	10750000	185.809	116.734	56.512

1	179450000	74.085	33.755	144.898

2	13400000	64.192	61.233	106.748

11	34800000	73.013	53.474	30.247

7	32300000	46.974	132.118	48.421

7	101100000	200.267	114.449	79.204

7	34500000	15.855	138.207	76.306

2	108450000	136.793	156.264	116.969

17	13250000	134.995	22.873	39.399

5	16650000	92.557	79.244	182.929

7	61000000	138.246	58.327	150.771

8	267053	156.202	60.580	65.606

12	54850000	160.522	161.134	93.806

11	11850000	146.978	26.249	51.219

14	77700000	31.749	92.951	122.335

14	71300000	58.055	71.913	180.951

10	63200000	-0.136	108.137	37.789

18	34350000	39.502	137.402	141.552

14	18050000	91.842	90.926	152.588

7	105250000	187.674	93.847	120.306

12	68700000	189.679	114.707	76.356

15	21250000	194.017	135.860	137.926

6	79850000	73.698	129.228	203.049

15	96050000	118.430	44.245	-2.743

2	234450000	193.485	36.079	106.211

4	180000000	17.517	81.654	69.087

2	172850000	87.671	123.397	55.143

2	119600000	135.436	223.576	116.781

9	99700000	65.876	115.533	152.919

14	104100000	113.314	196.966	99.438

6	115950000	184.578	159.457	178.143

4	190653830	20.885	151.467	147.066

2	172500000	80.968	125.513	56.368

13	1300000	89.215	46.797	90.066

15	7750000	120.845	88.934	46.496

1	189800000	150.934	15.108	141.124

3	122950000	96.181	56.423	-35.672

16	36650000	105.282	107.989	58.221

11	129200000	87.079	99.963	224.189

12	44550000	182.876	120.128	182.497

1	139150000	91.123	138.252	154.376

18	13900000	127.393	75.582	30.668

3	51850000	86.691	15.294	9.324

7	47200000	6.901	144.085	119.504

11	101100000	73.989	199.013	182.382

10	83700000	-7.954	54.463	110.776

14	100450000	56.349	190.155	103.812

6	28300000	70.747	96.983	44.407

13	750000	58.007	31.965	87.793

2	167200000	106.881	131.188	66.180

11	74600000	182.971	133.422	76.700

1	79300000	208.440	176.921	101.471

10	425672	141.060	109.774	73.183

2	232150000	155.108	13.049	91.387

1	10800000	-15.303	101.385	93.890

1	231000000	83.813	33.845	37.415

4	152250000	107.585	99.562	29.367

9	85950000	22.767	67.840	144.652

6	34100000	100.502	124.034	-18.106

7	44200000	61.254	102.609	74.798

1	152050000	21.973	102.323	192.968

9	133300000	60.597	93.994	63.646

11	2750000	165.572	55.129	85.867

3	121250000	103.822	77.241	-41.728

2	473817	26.663	82.313	83.126

9	135900000	39.274	128.845	40.250

18	73100000	184.919	60.624	120.553

6	162400000	152.518	10.089	135.785

14	2750000	116.907	84.328	112.005

21	18300000	24.373	113.255	6.911

2	225650000	161.205	12.620	35.928

16	88400000	92.543	43.486	81.618

2	123600000	168.696	217.721	89.408

16	10300000	107.804	-13.931	109.991

7	62250000	94.603	117.589	141.719

16	49900000	126.128	152.371	4.179

4	93200000	197.097	181.230	131.178

13	77600000	170.255	60.881	148.778

2	188700000	111.045	104.794	4.714

17	55650000	55.427	181.236	136.485

14	47250000	106.750	-22.408	49.077

2	190550000	136.533	118.893	-38.916

1	18000000	-19.543	124.669	101.525

10	77650000	20.423	52.461	37.478

19	50950000	124.328	-0.753	29.225

5	166250000	159.598	31.235	79.425

13	57650000	79.519	-23.620	74.873

4	162150000	-33.477	168.004	88.171

4	142700000	98.634	160.412	4.066

1	192500000	131.948	-17.701	133.737

13	18200000	108.136	102.622	80.449

1	18250000	-22.043	122.078	102.807

10	33700000	71.991	165.086	118.872

3	74800000	177.712	-10.756	75.119

20	45600000	134.126	21.003	153.294

14	56300000	88.565	81.509	36.984

6	71250000	26.106	159.089	135.873

13	77700000	170.917	58.984	152.160

16	41600000	93.751	29.546	126.309

17	52950000	76.986	197.585	106.563

8	139150000	16.368	155.027	69.467

3	133850000	92.254	138.649	-42.703

6	158650000	178.387	53.419	73.572

11	37800000	33.927	69.283	29.336

9	134600000	40.214	120.842	65.831

6	129600000	187.305	87.813	193.827

20	750000	127.270	50.195	11.324

3	197050000	58.704	106.191	55.554

18	10450000	96.058	106.413	9.561

7	47650000	9.231	155.186	111.318

7	31900000	45.770	123.087	41.490

3	14100000	72.861	81.296	120.468

3	164400000	150.557	188.633	75.042

7	55600000	60.673	180.392	137.801

2	83400000	157.113	145.671	168.120

16	85150000	62.108	75.240	196.527

14	37300000	148.998	21.096	139.948

3	117200000	171.646	135.030	-28.506

14	93650000	18.918	154.900	129.261

8	65600000	178.327	106.442	206.227

12	50150000	131.881	185.404	97.753

18	74300000	196.211	84.832	118.365

5	109700000	154.619	181.096	81.306

5	87700000	60.189	193.845	111.454

1	84300000	160.397	172.404	106.102

7	77400000	139.494	139.497	146.351

3	129200000	47.995	87.505	-16.456

15	21950000	208.546	147.941	131.650

5	153400000	177.491	97.939	72.452

10	24900000	49.967	207.927	94.124

15	10500000	120.606	177.121	81.555

10	39750000	50.684	144.036	195.436

19	34500000	50.147	122.542	37.713

12	5750000	16.119	179.542	103.952

4	86350000	194.982	121.835	95.467

12	104000000	142.306	29.591	35.437

9	37400000	143.435	38.538	107.605

7	158685294	113.406	118.922	47.235

7	106800000	176.973	78.538	132.621

1	187300000	174.938	4.191	143.852

7	81600000	135.232	168.248	205.139

19	38100000	62.913	68.940	28.578

1	188750000	152.259	5.511	142.688

17	77800000	161.385	152.572	71.439

22	50661009	87.663	165.258	37.170

14	72150000	46.323	79.823	175.802

18	34850000	51.274	122.956	148.823

9	80850000	37.148	42.532	114.121

4	104500000	179.438	187.534	72.912

16	56050000	52.324	167.471	22.397

12	36100000	124.154	69.056	159.322

2	187700000	115.481	116.547	-8.935

16	45950000	45.504	100.406	5.490

5	51550000	133.589	180.103	199.032

7	91850000	158.123	120.563	181.686

6	92950000	97.914	207.932	156.006

6	117550000	169.732	148.153	154.822

7	22800000	93.300	154.834	44.526

9	51500000	108.197	83.240	56.556

11	36750000	60.037	71.442	16.608

16	86100000	93.720	86.111	204.833

8	46150000	82.251	65.067	141.133

15	69650000	80.968	39.768	151.590

6	121650000	130.980	93.033	202.736

3	6200000	55.089	81.911	151.013

15	95050000	126.834	63.286	-16.376

5	106850000	170.203	211.382	93.074

13	6850000	84.062	66.048	40.379

22	47100000	47.988	90.960	148.740

10	56950000	-48.190	119.474	99.888

3	28500000	88.264	40.635	150.013

11	105950000	30.162	146.492	203.715

10	134400000	178.875	96.911	98.752

6	141350000	167.019	73.652	156.921

5	33750000	106.794	96.080	155.889

2	242706279	130.861	163.464	75.151

4	96850000	163.067	203.653	134.891

2	143900000	69.518	203.572	61.904

9	48700000	121.543	158.745	161.802

2	31450000	84.353	61.976	145.463

14	11600000	113.018	112.123	70.374

7	158849413	97.187	145.329	46.463

16	76900000	135.531	171.023	121.759

5	18150000	73.122	85.323	168.015

7	128950000	153.059	55.729	104.792

7	85500000	91.999	128.610	206.957

5	73600000	65.997	123.565	129.438

3	161700000	167.433	181.841	70.633

20	48050000	94.975	69.668	198.403

22	21500000	162.665	17.180	142.966

8	45300000	90.374	133.756	103.565

5	60871	83.795	83.999	80.089

9	61250000	91.872	155.024	126.291

15	15100000	51.178	44.899	131.556

2	207650000	164.135	60.293	-14.712

4	106950000	180.389	169.240	49.624

5	27000000	77.406	123.004	201.296

18	26450000	64.722	39.661	58.402

16	67300000	27.727	103.427	127.847

7	78750000	117.735	167.409	181.126

8	88200000	125.186	176.327	147.726

10	8450000	78.538	165.281	-1.558

12	59150000	204.660	78.232	154.200

19	137016	171.047	57.876	167.853

1	191600000	142.975	-5.955	123.966

10	80800000	51.195	48.737	57.691

15	30350000	149.270	126.942	158.955

13	102050000	148.574	116.037	205.440

18	60650000	62.002	71.916	196.522

14	104150000	113.149	196.916	98.130

4	11800000	34.803	71.697	162.498

17	76900000	145.041	155.846	79.710

8	45500000	84.654	113.072	113.879

2	23300000	28.852	118.650	147.130

12	67550000	207.091	104.611	87.150

1	162500000	136.593	69.033	178.302

8	96600000	177.092	123.333	82.080

5	125500000	178.887	150.891	61.275

14	82800000	-2.504	44.087	47.355

19	22450000	105.007	41.479	152.775

1	123650000	144.040	67.836	54.810

16	89754501	67.445	-3.733	63.732

2	10450000	53.808	61.614	101.153

18	17200000	57.492	113.784	34.255

1	112350000	80.183	159.236	158.284

10	30650000	107.041	157.337	91.104

17	22750000	83.171	129.990	7.203

6	70100000	18.164	144.002	146.644

12	4200000	41.182	197.218	90.587

7	91650000	156.758	120.451	187.388

2	180800000	157.018	123.629	41.723

5	17750000	77.677	83.127	165.199

8	49250000	135.753	63.097	174.902

1	151000000	39.158	99.290	181.208

7	155350000	162.079	8.357	78.478

14	58550000	62.298	31.562	81.287

2	43450000	73.507	120.747	184.494

2	89100000	123.319	114.572	109.518

5	132050000	92.857	125.899	48.613

15	58400000	69.529	152.154	157.891

16	33900000	122.712	84.620	18.969

8	32000000	106.997	15.151	171.069

5	29900000	120.743	107.246	204.962

6	64000000	41.745	100.586	193.193

1	81250000	197.426	179.781	96.537

14	44050000	154.279	-0.064	56.194

12	129650000	82.503	13.963	20.652

6	157950000	192.195	45.755	90.455

10	34250000	62.302	167.209	120.748

3	22900000	122.353	61.500	139.781

2	31800000	89.171	48.200	151.562

10	104950000	129.554	9.954	48.535

3	119850000	129.304	92.133	-28.167

8	95750000	172.793	141.867	83.993

11	57500000	28.072	142.815	51.957

11	403579	198.006	69.002	133.291

5	69950000	96.357	123.922	118.628

10	64250000	4.847	92.164	37.346

3	117150000	173.281	135.291	-27.825

12	10800000	78.376	181.795	154.020

17	57700000	101.255	185.317	148.983

6	158100000	190.598	47.735	86.128

17	58200000	106.938	190.204	157.529

20	28550000	32.056	53.011	103.270

2	154450000	79.222	157.688	41.729

6	137000000	166.581	106.910	93.163

1	219150000	117.861	13.389	55.787

5	113350000	116.598	167.619	70.770

2	234100000	189.246	31.923	102.756

14	60400000	62.810	6.262	107.938

4	35850000	119.628	62.800	198.535

7	111950000	162.479	66.471	187.177

16	31800000	76.502	79.030	55.456

5	115550000	102.242	181.853	41.354

8	43350000	141.378	61.199	136.852

13	5900000	97.011	87.242	96.910

6	141850000	166.638	68.263	171.834

1	141850000	91.798	102.938	114.881

9	54400000	89.848	94.257	145.215

13	90150000	98.453	90.522	166.092

5	68550000	101.951	129.255	116.826

2	35050000	89.464	86.450	144.800

3	22700000	119.592	62.913	137.003

12	131650000	58.703	53.777	28.296

17	30050000	32.616	108.478	44.915

3	65250000	147.472	8.690	79.175

4	153700000	96.836	104.361	15.199

6	72500000	36.874	164.497	144.439

7	115150000	118.388	54.435	216.242

19	30050000	131.106	192.867	74.455

16	33350000	114.862	88.236	2.254

13	63050000	31.778	-8.161	125.933

3	121450000	101.563	74.436	-46.727

12	79900000	203.185	17.298	101.780

18	47100000	119.348	-11.636	134.185

8	140650000	43.336	113.464	51.531

10	107950000	40.405	14.161	174.931

5	132800000	70.676	124.159	43.521

10	92250000	9.109	-7.670	69.511

4	115600000	131.328	224.203	78.996

6	42000000	49.084	145.142	30.442

2	63150000	129.875	125.598	182.621

17	43600000	176.972	173.066	96.720

11	88950000	38.707	171.313	130.801

17	8200000	205.457	13.933	110.581

1	75250000	188.107	123.818	82.146

11	15350000	98.295	15.054	69.686

17	31500000	4.917	110.792	56.610

1	55150000	124.106	151.176	36.748

6	48650000	23.451	73.750	137.109

4	130400000	89.781	198.866	65.594

3	16100000	109.071	92.945	150.326

4	36050000	118.712	60.952	194.180

10	118550000	90.485	-30.116	140.853

6	136400000	174.426	111.656	82.890

7	10100000	116.657	218.493	84.987

16	36700000	107.998	102.179	54.395

17	73250000	21.359	63.227	162.050

9	10500000	123.970	186.070	157.541

14	29526	79.437	150.914	105.218

6	125950000	169.345	116.410	172.228

2	74050000	194.991	120.355	171.119

15	70650000	56.969	44.236	161.014

1	206500000	120.351	31.961	90.162

21	29250000	-6.583	34.650	91.253

1	198100000	92.028	2.344	111.791

6	42500000	58.555	151.109	33.207

9	10550000	121.496	187.282	158.274

12	11750000	62.310	176.392	157.560

1	187850000	175.234	4.961	133.963

18	28850000	4.971	82.448	76.258

8	129450000	87.222	117.181	33.933

12	113300000	107.392	126.128	12.557

1	245150000	119.915	67.641	18.109

12	18050000	33.166	61.838	208.895

8	101150000	182.786	84.096	60.367

9	65500000	95.371	134.821	112.648

1	53850000	85.583	159.727	57.057

11	86400000	47.523	176.205	110.526

5	74000000	61.207	127.790	131.098

9	65150000	105.643	163.258	104.001

22	21250000	159.540	8.430	138.614

11	94100000	62.759	154.413	140.930

15	101678186	155.478	61.020	118.091

3	45950000	-2.846	61.366	46.431

7	7150000	153.395	156.274	46.497

6	67750000	17.028	139.574	184.836

10	104300000	147.561	8.909	32.524

11	53950000	57.642	109.933	138.089

9	122850000	66.029	38.937	136.788

13	18850000	136.444	119.697	53.990

8	130400000	85.251	109.184	34.804

12	33850000	112.161	113.440	171.842

